Noncampuscrime060708[3,4,5,6].csv
2022 CENTRAL AVE NE,EAST GRAND FORKS,MN,56721.0
950 Blue Gentian Road,Eagan,MN,55121.0
3003 SNELLING AVE N,ST PAUL,MN,551131598.0
2501 W 84TH ST,BLOOMINGTON,MN,554311599.0
1600 OAK HILLS RD SW,BEMIDJI,MN,566018834.0
14350 Buck Hill Road,BURNSVILLE,MN,553064578.0
315 S GROVE ST,OWATONNA,MN,55060.0
900 4TH ST SE,PINE CITY,MN,55063.0
1501 HWY 71,INTERNATIONAL FALLS,MN,56649.0
3500 Federal Drive,Eagan,MN,551221346.0
130 Saint Andrews Drive,MANKATO,MN,56001.0
1024 CENTER AVENUE,MOORHEAD,MN,56560.0
851 30TH AVE SE,ROCHESTER,MN,559044999.0
37 SOUTH COLLEGE AVENUE,ST JOSEPH,MN,563742099.0
1540 Northway Drive,St. Cloud,MN,563031240.0
110 2nd Street South #116,Waite Park,MN,56387.0
720 4TH AVE S,ST CLOUD,MN,563014498.0
Box 2000,COLLEGEVILLE,MN,563212000.0
700 TERRACE HTS # 71,WINONA,MN,559871399.0
2500 Park Avenue South,Minneapolis,MN,55404.0
1520 ST OLAF AVE,NORTHFIELD,MN,550571098.0
8700 College View Drive,ST BONIFACIUS,MN,553759001.0
1200 KENWOOD AVE,DULUTH,MN,558114199.0
Minnesota Campus,340 Cedar Street,Suite 50,St. Paul
Minnesota Campus,501 West College Drive,Brainerd,MN
Minnesota Campus,4150 2nd St South,Ste 330,St. Cloud
Minnesota Campus,2619 9th Avenue North West,Rochester,MN
2115 SUMMIT AVE,ST PAUL,MN,551051096.0
1000 LaSalle,Minneapolis,MN,55403.0
Lungotevere Delle Armi,16 00195 Rome,Italy,Rome
2480 South County Road 45,Owatonna,MN,55060.0
344 SUMMIT AVE,ST PAUL,MN,551022199.0
9749 Lyndale Avenue South,Bloomington,MN,55420.0
2004 RANDOLPH AVE,ST PAUL,MN,55105.0
601 25th Avenue,Minneapolis,MN,55454.0
226 Park Ave S,ST CLOUD,MN,563013713.0
235 MARSHALL AVE,ST PAUL,MN,551029808.0
1501 STATE ST,MARSHALL,MN,56258.0
935 OLSON MEMORIAL HWY,MINNEAPOLIS,MN,55405.0
3000 FIFTH ST NW,NEW BRIGHTON,MN,551122598.0
1900 East Camp Street,Ely,MN,55731.0
818 DUNWOODY BLVD,MINNEAPOLIS,MN,554031192.0
2101 15TH AVE NW,WILLMAR,MN,56201.0
2 CENTURY AVE SE,HUTCHINSON,MN,55350.0
1250 HOMER RD,WINONA,MN,55987.0
308 PIONEER RD,RED WING,MN,55066.0
8TH AND JOHNSON ST,WINONA,MN,559870838.0
859 30th Avenue S.E.,Rochester,MN,55314.0
875 SUMMIT AVE,ST PAUL,MN,551053076.0
3300 CENTURY AVE N,WHITE BEAR LAKE,MN,55110.0
1000 ASU Drive,#359,ALCORN STATE,MS
1500 PEACHTREE ST,JACKSON,MS,39202.0
5100 POPLAR AVE,SUITE 200,MEMPHIS,TN
2301 MAITLAND CENTER PARKWAY,MAITLAND,FL,32751.0
15115 Park Row,Suite 175,Houston,TX
201 W MAIN ST,BLUE MOUNTAIN,MS,386109509.0
1265 PASS RD,GULFPORT,MS,39501.0
3240 FRIARS POINT RD,CLARKSDALE,MS,38614.0
2323 LAKELAND DRIVE,JACKSON,MS,39232.0
11 CO-LIN CIR,NATCHEZ,MS,39120.0
1001 Copiah Lincoln Lane,Wesson,MS,39191.0
2419 W MAIN ST,TUPELO,MS,38801.0
697 Delta Plaza,GREENVILLE,MS,38701.0
HWY 8 West,CLEVELAND,MS,38733.0
15738 Hwy 15 P.O. Box 129,DECATUR,MS,393270129.0
1512 Kemper Street,SCOOBA,MS,393580158.0
1813 HWY 15 N,RIPLEY,MS,386630066.0
120 EAST MAIN,WEST POINT,MS,39773.0
2003-B S COMMERCE,GRENADA,MS,38901.0
505 E MAIN ST,RAYMOND,MS,391541100.0
755 Highway 27,Vicksburg,MS,391808699.0
1750 Chadwick Drive,Jackson,MS,39204.0
3805 Hwy 80 East,Pearl,MS,392084295.0
34175 Highway 18 West,Utica,MS,391759638.0
3925 Sunset Drive,Jackson,MS,39213.0
9216 HW 14,GOODMAN,MS,39079.0
602 W HILL ST,FULTON,MS,388431099.0
2176 Eason Blvd.,Tupelo,MS,38804.0
1400 J R Lynch St.,Jackson,MS,39217.0
900 SOUTH COURT ST,ELLISVILLE,MS,39437.0
822 S HUNTINGTON ST,KOSCIUSKO,MS,39090.0
910 HWY 19 N,MERIDIAN,MS,39307.0
1701 N STATE ST,JACKSON,MS,39210.0
HWY 3 AND CHERRY ST,MOORHEAD,MS,387610668.0
Kinard Hall Wing C,UNIVERSITY,MS,386771848.0
2500 N STATE ST,JACKSON,MS,392164505.0
1100 College Street,COLUMBUS,MS,39701.0
14000 HIGHWAY 82 WEST,ITTA BENA,MS,389411400.0
200 S CAPITOL ST,CLINTON,MS,390584059.0
732 SAWMILL RD,LAUREL,MS,39440.0
51 MAIN STREET,PERKINSTON,MS,39573.0
2226 Switzer Road,Gulfport,MS,39507.0
P.O. Box 100,Gautier,MS,39553.0
10298 Express Drive,Gulfport,MS,39503.0
11203 Highway 63 South,Lucedale,MS,39452.0
PO Box 5008,Biloxi,MS,39534.0
21500 B Street,Long Beach,MS,39560.0
1800 Bldg 60 Dong Xoai Ave,Gulfport,MS,39501.0
Butler Williams Buiding,MISSISSIPPI STATE,MS,39762.0
1000 Hwy 19 North,Meridian,MS,39307.0
101 CUNNINGHAM BLVD,BOONEVILLE,MS,38829.0
4975 HWY 51 N,SENATOBIA,MS,38668.0
5197 W.E. ROSS PARKWAY,SOUTHAVEN,MS,38671.0
1310 Belk Drive,Oxford,MS,38655.0
8750 Deerfield Drive,Olive Branch,MS,38654.0
101 HWY 11 N,POPLARVILLE,MS,39470.0
5448 US HWY 49 S,HATTIESBURG,MS,39401.0
150 RUST AVE,HOLLY SPRINGS,MS,38635.0
4229 HWY 15 N,LAUREL,MS,394409989.0
1156 COLLEGE DRIVE,SUMMIT,MS,396660000.0
118 College Drive,Box 5001,HATTIESBURG,MS
4725 I-55 N,JACKSON,MS,39206.0
500 W COUNTY LINE RD,TOUGALOO,MS,39174.0
The Wright Beauty College,2077 HWY 72E,CORINTH,MS
787 E NORTHSIDE DR,JACKSON,MS,392064958.0
111 WESLEY CIR,FLORENCE,MS,390731070.0
498 TUSCAN AVE,HATTIESBURG,MS,394015499.0
1856 Beach Drive,Gulfport,Mississippi 39507,Gulfport
13723 Riverport Drive #103,Maryland Heights,MO,63043.0
23 S. Spring Ave.,ST LOUIS,MO,63108.0
1435 N GLENSTONE AVE,SPRINGFIELD,MO,658022131.0
11901 WORNALL RD,KANSAS CITY,MO,64145.0
3640 Corporate Trail Drive,EARTH CITY,MO,63045.0
628 E KEARNEY,SPRINGFIELD,MO,658033498.0
2000 SW State Route 7,BLUE SPRINGS,MO,64014.0
1694 ASHLEY RD,BOONVILLE,MO,65233.0
1423 N JEFFERSON,SPRINGFIELD,MO,65802.0
3801 S. National,Springfield,MO,65807.0
1000 E. Walnut Lawn,Springfield,MO,65807.0
15800 CALVARY RD,KANSAS CITY,MO,641471341.0
1080 S. Silver Springs Rd.,CAPE GIRARDEAU,MO,637037511.0
911 East Urbandale Drive,Moberly,MO,652701923.0
3000 N GRANT AVE,SPRINGFIELD,MO,658031033.0
411 CENTRAL METHODIST SQ,FAYETTE,MO,652481198.0
306 Broad,Warrensburg,MO,64093.0
850 NW Chipman Road,Lee's Summit,MO,64086.0
1200 FAIR ST,CHILLICOTHE,MO,64601.0
505 ELM,CHILLICOTHE,MO,64601.0
10850 Lowell AVE,Overland Park,KS,66210.0
4203 S PROVIDENCE RD,COLUMBIA,MO,65203.0
1001 ROGERS,Columbia,MO,652160001.0
Army Education Center,Bldg #3222,Redstone Arsenal,AL
Bldg # 42,Almeda,CA,945015100.0
4411 Yorktown,Suite 117,Los Alimitos,CA
14241 East 4th Ave,Suite 100,Aurora,CO
Navy Campus,Box 137,Bldg #110,Jacksonville
2600 Technology Drive,Suite 100,Orlando,FL
1020 Central Ave. G-2,Patrick Air Force Base,FL,329352901.0
100 South Main Street,Crystal Lake,IL,60014.0
2998 West Pearl City Road,Freeport,IL,610329341.0
200 Old Skokie Road,Park City,IL,60085.0
Truman Ed Center,268 Constitution St,Suite 14,Ft. Leonard Wood
741 North 20th Street,Ozark,MO,65721.0
3314 Emerald Lane,Jefferson City,MO,65109.0
4240 Blue Ridge Blvd. Suite 400,Kansas City,MO,64057.0
900 College Blvd.,Osage Beach,MO,65065.0
101 College Avenue,Suite 231,MACC main building,Moberly
2303 North Bishop Avenue,P.O.Box 1701,Rolla,MO
4411 Woodson Road,St. Louis,MO,63134.0
174th FW,Hancock Field 6001 E Molloy Rd,Bldg 613,Syracuse
1564 Headquarters Ave,Building 1564,Ft. Worth,TX
2790 S. Decker Lake Drive,Salt Lake City,UT,84119.0
13910 45th Avenue NE,Suite 802,Marysville,WA
1700 Spartan Drive,Elgin,IL,601237193.0
NAS Lemore,Building 826 Hancock circle,NAS Lemoore,CA
Bldg.126,room 107,3615 N Langley Blvd.,Oak Harbor
c/o Cuesta College PO Box 8106,San Luis Obispo,CA,93405.0
100 Knowledge Drive,Suite 147,Ft. Steward,GA
165 Markwell St. Bldg 1290,Hunter AAF,GA,31409.0
PSC 1005 BOX 422,FPO,AE 09593,NS Guantanamo Bay
7077 Bonneval Rd.,Suite 114,Jacksonville,FL
4300 Camp Hale Rd.,Rm 132,Fort Drum,NY
4301 NW Koehler Loop,Fort Sill,OK,73503.0
37174 State Hwy V V,CONCEPTION,MO,644330502.0
801 Seminary Place,ST LOUIS,MO,631053196.0
1000 W AUSTIN,NEVADA,MO,64772.0
12330 CONWAY RD,ST LOUIS,MO,631418697.0
601 LACLEDE AVE,NEOSHO,MO,64850.0
1 COLLEGE HILL,CANTON,MO,634351299.0
6150 Oakland Ave,Saint Louis,MO,63139.0
11224 HOLMES ROAD,KANSAS CITY,MO,641313626.0
1100 Main Street,Suite 118,Kansas City,MO
1801 Park 270 Drive,Suite 260,St. Louis,MO
900 N. Benton,Springfield,MO,65802.0
1964 Prairie Dell Rd.,Union,MO,63084.0
500 Forum Dr,Rolla,MO,65401.0
11 North Clark,Sullivan,MO,63080.0
1978 Image Dr.,Washington,MO,63090.0
475 E LOCKWOOD AVE,WEBSTER GROVE,MO,631193192.0
10420 W FLORISSANT,St. Louis,MO,631365618.0
1001 E. 101st Terrace,Suite 325,KANSAS CITY,MO
1111 N GLENSTONE,SPRINGFIELD,MO,65802.0
6800 WYDOWN BLVD,ST LOUIS,MO,631053098.0
1300 Strussner Drive,Brentwood,MO,63144.0
958 S. Highway Drive,Fenton,MO,63026.0
2885 W BATTLEFIELD ROAD,SPRINGFIELD,MO,65807.0
1978 Image Drive,WASHINGTON,MO,63090.0
1001 East Chestnut Expressway,SPRINGFIELD,MO,658023625.0
MO,533 WEST BLAND,LEBANON,MO
3369 W. Jackson,Ozark,MO,65721.0
4440 Gretna road,Branson,MO,65616.0
2800 PALMYRA RD,HANNIBAL,MO,634011999.0
3026 LACLEDE AVE,ST LOUIS,MO,631032136.0
940 WESTPORT PLAZA,Saint Louis,MO,63146.0
5720 TROOST,KANSAS CITY,MO,641102826.0
815 W 23RD ST,INDEPENDENCE,MO,64055.0
1000 VIKING DR,HILLSBORO,MO,630502440.0
1687 Missouri State Rd.,Arnold,MO,63010.0
5684 State Road PP,High Ridge,MO,63049.0
1611 Burlington Street Suite A,COLUMBIA,MO,65202.0
306 S KINGSHIGHWAY BLVD,ST LOUIS,MO,631101090.0
4415 WARWICK BLVD,KANSAS CITY,MO,64111.0
1400 W WASHINGTON,KENNETT,MO,638571524.0
5200 GLENNON DR,ST LOUIS,MO,631194330.0
MO  Campus,800 W JEFFERSON,KIRKSVILLE,MO
AZ Campus,5850 E. Still Circle,Mesa,AZ
PO BOX 1409,TOWNSHIP ROAD,CAMDENTON,MO
1423 N. Jefferson,SPRINGFIELD,MO,65802.0
3801 S National,Springfield,MO,65807.0
1000 E. Walnut Lawn,Springfield,MO,65807.0
2323 HIGH SCHOOL DR,LEXINGTON,MO,640671525.0
820 CHESTNUT,JEFFERSON CITY,MO,651020029.0
209 South Kingshighway,Saint Charles,MO,633011695.0
One Technology Dr.,Linn,MO,650519607.0
2900 Doreli Lane,Mexico,MO,65265.0
1310 Edgewood,Jefferson City,MO,65109.0
1851 SCHOETTLER RD,CHESTERFIELD,MO,630061065.0
500 SW LONGVIEW RD,LEES SUMMIT,MO,640812105.0
3547 S Jefferson Ave,Saint Louis,MO,63118.0
2601 NE BARRY RD,KANSAS CITY,MO,64156.0
650 Maryville University Drive,St. Louis,MO,631417299.0
964 South Highway Drive,Fenton,MO,63026.0
154 Triad West Drive,O'Fallon,MO,63366.0
1101R SOUTHWEST BLVD,JEFFERSON CITY,MO,65109.0
401 W Reed,Moberly,MO,65270.0
1732 N KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701.0
1202 E HWY 72,ROLLA,MO,65401.0
1407 SOUTHWEST BLVD,JEFFERSON CITY,MO,65109.0
10910 MANCHESTER RD,KIRKWOOD,MO,63122.0
4260 Shoreline Drive,Earth City,MO,63045.0
5001 N. Oak Trafficway,Kansas City,MO,641184697.0
P. O. Box 100,5270 FLAT RIVER ROAD,PARK HILLS,MO
8501 W. Higgins,Chicago,IL,60631.0
ONE COLLEGE PARK DR,ST LOUIS,MO,631418660.0
670 Walton Drive,FARMINGTON,MO,63640.0
1405 South Hanley Road,Brentwood,MO,63144.0
3950 E NEWMAN RD,JOPLIN,MO,648011595.0
1690 Country Club Plaza Drive,St. Charles,MO,63303.0
500 E COLLEGE ST,MARSHALL,MO,65340.0
4525 DOWNS DR,ST JOSEPH,MO,64507.0
105 JESSE HALL,COLUMBIA,MO,65211.0
5100 ROCKHILL RD,KANSAS CITY,MO,641102499.0
5100 Rockhill Road,Kansas City,MO,641102499.0
300 W. 13th Street,206 Parker Hall,ROLLA,MO
1 UNIVERSITY BOULEVARD,ST LOUIS,MO,631214499.0
101 COLLEGE AVE,MOBERLY,MO,652701304.0
1805 E Walnut,Columbia,MO,65201.0
141 Commerce Drive,Hannibal,MO,63401.0
2105 East Normal,Kirksville,MO,63501.0
2900 Doreli Lane,Mexico,MO,65265.0
Highway 6,Edina,MO,63537.0
3434 Faraon  St,Saint Joseph,MO,645065102.0
157 CONCORD PLZ LOWER LEVEL,ST LOUIS,MO,631280000.0
137 TWIN CITY PLAZA,CRYSTAL CITY,MO,63019.0
1700 E MEYER BLVD,KANSAS CITY,MO,641311246.0
116 N WOOD ST,NEOSHO,MO,64850.0
605 UNION,JEFFERSON CITY,MO,65101.0
100 E NORMAL,KIRKSVILLE,MO,635014221.0
800 UNIVERSITY DRIVE,MARYVILLE,MO,644686001.0
1111 North Main Street,Joplin,MO,64801.0
100 Opportunity Ave,Point Lookout,MO,657260017.0
8700 NW River Park Drive,Parkville,MO,641523795.0
911 Main,Kansas City,MO,64105.0
Avallon II Suite 100 10415 Morado Circle,Austin,TX,78759.0
Bldg 218 Marine Corps Logistics Base,Barstow,CA,92311.0
Bldg 596 Room 212 MCAS,Beaufort,SC,299045001.0
Joint Ed. Center Box 555020 Bldg #1331,Rm 207,MCB Camp Pendleton,CA
Joint Education Center Bldg 4335,MCAS Cherry Point,NC,28533.0
5260 East Granite Street,Davis-Monthan AFB,AZ,85707.0
3990 E. Broad Street Bldg. 11,Section 9,Columbus,OH
92 MSS/DPE     6 W. Castle Street Ste 118,Fairchild AFB,WA,99011.0
1205 Black Powder Road,FE Warren AFB,WY,820053924.0
639 Merritt Street,Fort Bliss,TX,79916.0
Box 11043,Bldg 1020,Fort Irwin,CA
268 Constitution Street,Suite 11,Ft. Leonard Wood,MO
Bldg 219,Fort Myer,VA,22211.0
911 Main Street,Kansas City,MO,64105.0
344 Tuskegee Airmen Blvd,Grand Forks AFB,ND,582056336.0
HQBN HQMC Henderson Hall,Arlington,VA,22214.0
75 MSS/DPEE     7290 8th Street,Hill AFB,UT,840565003.0
49 MSS/DPE      596 Fourth Street,Holloman AFB,NM,883308038.0
2200 South 291 Hwy,Independence,MO,64057.0
1550 Wurtsmith Street,Suite 5,Lackland AFB,TX
540 2nd Street,Laughlin AFB,TX,788435215.0
3510 Leadership Circle,Bldg 840,Rm 106,Little Rock AFB
7383 N. Litchfield Rd.,Ste. 3140,Luke AFB,AZ
7521 Fourth Avenue N,Malstrom AFB,MT,594027507.0
665 Falcon Street,Mountain Home AFB,ID,836485115.0
3088 Roan Street,MCCDC Quantico,VA,221345001.0
404 W. Martin St. Bldg 1650 Room 79,Scott AFB,IL,622255420.0
7751 1st Street #105,Tinker AFB,OK,622255420.0
470 Vandenburg Ave,Ste. 140,Whiteman AFB,MO
2155 5th Street,Bldg. 50A,Area B,Wright Patterson AFB
281 Flightline Avenue,Room 14,Goodfellow AFB,TX
5722 Integrity Drive,Millington,TN,38054.0
3010 Robinson Road,Moody AFB,GA,31699.0
210 Missle Avenue,Minot AFB,ND,587055026.0
301 B Street West,Room 5,Randolph AFB,TX
101 W. Hill Blvd,Bldg 221,Charleston AFB,SC
144 Wyoming Avenue,Vandenberg AFB,CA,93437.0
1880 Washington Avenue,Lexington,MO,64067.0
Bldg 1728,29 Chennault Street,Bedford,MA
330 NORTH FOURTH STREET,SUITE 306,ST LOUIS,MO
3201 Southwest TRAFFICWAY,KANSAS CITY,MO,641112764.0
2700 E. 18th Street,Kansas City,MO,641272602.0
3203 OAK GROVE RD,POPLAR BLUFF,MO,639018960.0
4431 FINNEY AVE,ST LOUIS,MO,631132811.0
2525 East Meyer Blvd.,KANSAS CITY,MO,641321199.0
1100 ROCKHURST RD,KANSAS CITY,MO,641102561.0
1304 E 10TH ST,ROLLA,MO,65401.0
1010 W SUNSHINE,SPRINGFIELD,MO,65807.0
11333 BIG BEND BLVD,KIRKWOOD,MO,63122.0
4115 Meramec Bottom Rd.,St. Louis,MO,63129.0
221 N GRAND BLVD,ST LOUIS,MO,631032097.0
1051 KINGS HWY,Suite #1,ROLLA,MO
1345 Smizer Mill Road,Fenton,MO,630263400.0
125 WINCHESTER DRIVE,SEDALIA,MO,65301.0
1002 VIRGINIA ST,SIKESTON,MO,63801.0
1360 GRANDVIEW DR,FLORISSANT,MO,63033.0
4588 PARKVIEW PL,ST LOUIS,MO,631101088.0
3400 PERSHALL RD,ST LOUIS,MO,63135.0
5600 OAKLAND AVE,ST LOUIS,MO,63110.0
4666 Natural Bridge,St. Louis,MO,63155.0
300 SO. BROADWAY,ST. LOUIS,MO,63102.0
5123 E TRUMAN RD,KANSAS CITY,MO,641272499.0
1600 UNIVERSITY AVE,BOLIVAR,MO,656132596.0
P. O. Box 489-209 West First  Street,Mountain View,MO,65548.0
4431 South Fremont,Springfield,MO,65804.0
501 South Grand,Salem,MO,65560.0
128 GARFIELD AVENUE,WEST PLAINS,MO,657752715.0
401 E. 17th St.,Mountain Grove,MO,657112999.0
P.O. Box 13001,850 Huanghe Rd.,Dalian China,MO
1591A  N. U.S. 63,Houston,MO,65483.0
1235 E CHEROKEE ST,SPRINGFIELD,MO,65804.0
8320 Ward Parkway,KANSAS CITY,MO,64111.0
909 South Taylor Avenue,St. Louis,MO,63110.0
3201 W 16TH STREET,SEDALIA,MO,653012199.0
1200 E BROADWAY,COLUMBIA,MO,65215.0
ONE UNIVERSITY PLZ,CAPE GIRARDEAU,MO,637019980.0
901 S NATIONAL,SPRINGFIELD,MO,65897.0
2080 THREE RIVERS BLVD,POPLAR BLUFF,MO,63901.0
1301 Main Street,Trenton,MO,64683.0
112 S. Pine,ELDON,MO,65026.0
2301 HOLMES ST,KANSAS CITY,MO,64108.0
1750 INDEPENDENCE Ave,KANSAS CITY,MO,641061453.0
ONE BROOKINGS DR,ST LOUIS,MO,63130.0
660 S. EUCLID,ST. LOUIS,MO,63110.0
470 E LOCKWOOD,ST LOUIS,MO,631193194.0
Berchtoldgasse 1 A-1220,Vienna,NULL,NULL
Route de Collex CH-1293 Bellevue,Geneva,NULL,NULL
Boommarkt 1,2311EA,Leiden,NULL
143 Moo 5,Tambon Sampraya,Cha-am Phetchaburi 76120,NULL
Regents park London NW1 4NS United Kingdom,London,NULL,NULL
369 North Zhongshan 1 road,Shanghai 200083 China,Shanghai,NULL
5300 International Blvd Bldg B,North Charleston,SC,29418.0
5475 Tech Center Drive Suite 110,Colorado Springs,CO,80919.0
8911 Farrow Road,Columbia,SC,29203.0
9250 E. Costilla Avenue Suite 310,Greenwood Village,CO,80112.0
688 Millsap Road. Ste 200,Fayetteville,AR,72703.0
1103 Kingshighway,Rolla,MO,65401.0
124 Verdae Drive Ste 400,Greenville,SC,29607.0
10407 Centurion Parkway N Suite 210,Jacksonville,FL,32256.0
1031 Zorn Avenue Suite 200,Louisville,KY,40207.0
1200 East 104th Street Suite 100,Kansas City,MO,64131.0
101West Main Street Suite 150,Lakeland,FL,33815.0
200  W Capital Avenue Suite 1500,Little Rock,AR,72201.0
32 Discovery #250,Irvine,CA,92618.0
4589 Oleander Drive,Myrtle beach,SC,29577.0
3405 SW College Road Suite 113,Ocala,FL,34474.0
Sanlando Center 2180 W SR434,Suite 5100,Longwood,FL
Westwood Center 6750 Forum Drive Suite 300,Orlando,FL,32821.0
321 W. Battlefield Second Floor,Springfield,MO,65807.0
5251 S. Green Street Suite 300,Murray,UT,84123.0
6333 Greenwich Drive #230,San Diego,CA,92122.0
8043 Cooper Creek,University Park,FL,34201.0
120 N Sykes Creek Parkway Suite 200,Merritt Island,FL,32953.0
815 Olive Street,St. Louis,MO,63101.0
4775 Indian School NE,STE 300,Albuquerque,NM
5722 Integrity Drive,Millington,TN,380545002.0
250 Community College Parkway,Palm Bay,FL,32909.0
2299 Technology Drive,Suite 300,O'fallon,MO
11885 Lackland Road,Maryland Heights,MO,63146.0
29 Chennault Street Education Center Building 1728,Hanscom AFB,MD,1731.0
89 MSS/DPS 1413 Arkansas Road,Andrew Air Force Base,MD,207626405.0
Barden Educational Center 9625 Belvoir Road,Fort Belvoir,VA,220601598.0
PO BOX 6168 C,Beafuort,SC,29902.0
112 Brookley Avenue Building 11,Bolling AFB,DC,200320502.0
Building 202 McHugh Blvd Room 111,Camp LeJeune,NC,285470026.0
437 MSSQ MSE,Charleston AFB,SC,29404.0
301 West Stewart Avenue Suite 113E,Peterson Air Force Base,CO,809141450.0
2221 MacDonough Street,Great Lakes,IL,60088.0
95 MSS/DPEE 140 METHUSA AVE,Edwards Air Force Base,CA,935241400.0
92 MSS/DPE 6 West Castle Street,Fairchild AFB,WV,990119406.0
Building 632 Taylor Street,Ft. Bliss,TX,79906.0
Building 120 3rd Street Suite 20,Fort Irwin,CA,923105000.0
Army Education Center 4600 Strom Thurmand Blvd,Fort Jackson,SC,29207.0
Army Education Center,120 Dickman Bldg 62 Rm 6,Ft. Leavenworth,KS
268 Constitution Street Suite 11,Ft. Leonard Wood,MO,654738934.0
2408 N New Braunfels Ave Suite 30,Fort Sam Houston,TX,782345030.0
6607 NW Fort Sill Bldg Blvd 3281 E,Fort Sill,OK,735031899.0
801 Carnall Avenue,Fort Smith,AR,72901.0
100 Knowledge Drive,Fort Stewart,GA,313145066.0
PO Box 42029 Bldg 1290 Rm 12  165 Markwell St.,Hunter AAF,GA,314090029.0
PO BOX 1280,Jacksonville,AR,720995034.0
MSS/DPE 483 N. Aviation Blvd. BLDG 272,RM C2-302,El Segundo,CA
7383 N. Litchfield Rd. Suite 3147,Litchfield Park,AZ,85309.0
PO BOX 18048,Albuquerque,NM,871858048.0
75 MSS/DPEE 7290 8th Street Suite 114,Hill Air Force Base,UT,840565003.0
22 MSS/DPEE 53474 Lawrence Court,McConnell AIr Force Base,KS,67221.0
347 MSS/DPEE 3010 Robinson  Road,Moody AFB,GA,316991518.0
Building 998 1020 Central Avenue Suite C-15,Patrick Air Force Base,FL,329252901.0
43 MSS/DPE 384 Maynard Street Suite A,Pope AFB,NC,283082373.0
PO BOX 71728,Fort Bragg,NC,28307.0
375 MSS/DPE  Room 78 404 W. Martin St,Scott AFB,IL,622251607.0
398 Shaw Drive,Shaw AFB,SC,29152.0
72 MSS/DPEE Building 210 SE,Tinker AFB,OK,73145.0
470 Vandenberg Avenue #126,Whiteman Air Force Base,MO,653056099.0
30800 Palos Verdes Drive East,Rancho Palos Verdes,CA,902746299.0
311 MSG/DPE 7896 Lindbergh Landing,Brooks City-Base,TX,782355118.0
37 MSS/DPE Bldg 5725 Room 156,Lackland AFB,TX,782365251.0
11201 Corporate Circle North No. 140,St. Petersburg,FL,33716.0
1750 N. Randall Road,Ste 230,Elgin,IL
1880 WASHINGTON AVENUE,LEXINGTON,MO,64067.0
501 WESTMINSTER AVE,FULTON,MO,652511299.0
500 COLLEGE HILL,LIBERTY,MO,640681896.0
ONE UNIVERSITY AVENUE,FULTON,MO,652511098.0
3100 Falling Leaf Court,Columbia,MO,65201.0
919 Wildwood Drive,Jefferson City,MO,65109.0
133 W MENDENHALL,BOZEMAN,MT,597153544.0
3803 CENTRAL AVE,BILLINGS,MT,591029856.0
Highway 2 & 89,Browning,MT,594170819.0
303 W PARK ST,BUTTE,MT,59701.0
25 BASIN CREEK RD,BUTTE,MT,59701.0
1601 N BENTON AVE,HELENA,MT,59625.0
300 COLLEGE DR,GLENDIVE,MT,59330.0
ONE COLLEGE DRIVE,LAME DEER,MT,59043.0
1500 University Drive,BILLINGS,MT,591010298.0
777 GRANDVIEW DR,KALISPELL,MT,59901.0
225 Commerce Way,Libby,MT,59923.0
Hwys 2 & 66,Harlem,MT,595260159.0
PO BOX 398,POPLAR,MT,59255.0
2100 16TH AVE S,GREAT FALLS,MT,59405.0
1301 20th Street South,Great Falls,MT,59405.0
1115 N ROBERTS ST,HELENA,MT,59601.0
1 Forestry Lane,CROW AGENCY,MT,59022.0
2715 DICKINSON,MILES CITY,MT,593014774.0
2700 Paxson Suite #G,MISSOULA,MT,59801.0
1300 W PARK ST,BUTTE,MT,597018997.0
Montana State University-Bozeman,Bozeman,MT,59717.0
32 Campus Drive,MISSOULA,MT,59812.0
300 W 11TH ST,HAVRE,MT,59501.0
1511 POLY DR,BILLINGS,MT,591021796.0
PO Box 70,PABLO,MT,598550070.0
710 S ATLANTIC,DILLON,MT,597253598.0
1660 N GRANT,FREMONT,NE,68025.0
1000 GALVIN RD S,BELLEVUE,NE,680053098.0
101 S 42ND ST,OMAHA,NE,681312739.0
5035 Everett Street,LINCOLN,NE,685061398.0
3134 WEST HWY 34,GRAND ISLAND,NE,688024903.0
1000 MAIN STREET,CHADRON,NE,69337.0
304 S ELEVENTH ST,LINCOLN,NE,685082199.0
800 N COLUMBIA,SEWARD,NE,68434.0
2500 CALIFORNIA PLAZA,OMAHA,NE,68178.0
11111 Mill Valley Road,Omaha,NE,68154.0
2848 COLLEGE DR,BLAIR,NE,68008.0
1014 BOSWELL,CRETE,NE,68333.0
3180 W HWY 34,Grand Island,NE,68801.0
1311 S 9TH ST,OMAHA,NE,681083629.0
710 Turner Ave,Hastings,NE,68901.0
6901 N 72ND ST,OMAHA,NE,681221799.0
800 Mercy Drive,Council Bluffs,IA,51503.0
7500 Mercy Road,Omaha,NE,68124.0
5801 O Street,LINCOLN,NE,685102226.0
618 Court St,Beatrice,NE,683103924.0
305 West 3rd St,Grand Island,NE,688015940.0
828 West 2nd St,Hastings,NE,689015003.0
2213 Central Ave,Kearney,NE,688475346.0
202 Madison Ave,Norfolk,NE,687015338.0
1620 East 4th St,North Platte,NE,691017024.0
3724 Farnam St,Omaha,NE,68131.0
905 W 25TH ST,KEARNEY,NE,688491212.0
1821 K ST,LINCOLN,NE,685012826.0
715 N ST JOSEPH,HASTINGS,NE,689014497.0
